table_schema,table_name,column_name,data_type,is_nullable,column_default,ordinal_position,column_comment
dol,schedule_a,wlfr_ret_taxes_amt,numeric,YES,,80,"Welfare Benefit ret taxes (amount in dollars) | ID: DOL_SCHA_WLFR_RET_TAXES_AMT | Format: Decimal dollars (e.g., 12345.67)"
dol,schedule_a,wlfr_ret_charges_amt,numeric,YES,,81,"Welfare Benefit ret charges (amount in dollars) | ID: DOL_SCHA_WLFR_RET_CHARGES_AMT | Format: Decimal dollars (e.g., 12345.67)"
dol,schedule_a,wlfr_ret_oth_chrgs_amt,numeric,YES,,82,"Welfare Benefit ret other chrgs (amount in dollars) | ID: DOL_SCHA_WLFR_RET_OTH_CHRGS_AMT | Format: Decimal dollars (e.g., 12345.67)"
dol,schedule_a,wlfr_ret_tot_amt,numeric,YES,,83,"Welfare Benefit ret tot (amount in dollars) | ID: DOL_SCHA_WLFR_RET_TOT_AMT | Format: Decimal dollars (e.g., 12345.67)"
dol,schedule_a,wlfr_refund_cash_ind,character varying,YES,,84,Welfare Benefit refund cash (indicator flag) | ID: DOL_SCHA_WLFR_REFUND_CASH_IND | Format: Y/N/X or 1/0
dol,schedule_a,wlfr_refund_credit_ind,character varying,YES,,85,Welfare Benefit refund credit (indicator flag) | ID: DOL_SCHA_WLFR_REFUND_CREDIT_IND | Format: Y/N/X or 1/0
dol,schedule_a,wlfr_refund_amt,numeric,YES,,86,"Welfare Benefit refund (amount in dollars) | ID: DOL_SCHA_WLFR_REFUND_AMT | Format: Decimal dollars (e.g., 12345.67)"
dol,schedule_a,wlfr_held_bnfts_amt,numeric,YES,,87,"Welfare Benefit held bnfts (amount in dollars) | ID: DOL_SCHA_WLFR_HELD_BNFTS_AMT | Format: Decimal dollars (e.g., 12345.67)"
dol,schedule_a,wlfr_claims_reserve_amt,numeric,YES,,88,"Welfare Benefit claims reserve (amount in dollars) | ID: DOL_SCHA_WLFR_CLAIMS_RESERVE_AMT | Format: Decimal dollars (e.g., 12345.67)"
dol,schedule_a,wlfr_oth_reserve_amt,numeric,YES,,89,"Welfare Benefit oth reserve (amount in dollars) | ID: DOL_SCHA_WLFR_OTH_RESERVE_AMT | Format: Decimal dollars (e.g., 12345.67)"
dol,schedule_a,wlfr_divnds_due_amt,numeric,YES,,90,"Welfare Benefit divnds due (amount in dollars) | ID: DOL_SCHA_WLFR_DIVNDS_DUE_AMT | Format: Decimal dollars (e.g., 12345.67)"
dol,schedule_a,wlfr_tot_charges_paid_amt,numeric,YES,,91,"Welfare Benefit tot charges paid (amount in dollars) | ID: DOL_SCHA_WLFR_TOT_CHARGES_PAID_AMT | Format: Decimal dollars (e.g., 12345.67)"
dol,schedule_a,wlfr_acquis_cost_amt,numeric,YES,,92,"Welfare Benefit acquis cost (amount in dollars) | ID: DOL_SCHA_WLFR_ACQUIS_COST_AMT | Format: Decimal dollars (e.g., 12345.67)"
dol,schedule_a,wlfr_acquis_cost_text,text,YES,,93,Welfare Benefit acquis cost (text description) | ID: DOL_SCHA_WLFR_ACQUIS_COST_TEXT | Format: Variable length text
dol,schedule_a,ins_fail_provide_info_ind,character varying,YES,,94,Insurance fail provide info (indicator flag) | ID: DOL_SCHA_INS_FAIL_PROVIDE_INFO_IND | Format: Y/N/X or 1/0
dol,schedule_a,ins_fail_provide_info_text,text,YES,,95,Insurance fail provide info (text description) | ID: DOL_SCHA_INS_FAIL_PROVIDE_INFO_TEXT | Format: Variable length text
dol,schedule_a,form_year,character varying,YES,,96,Tax/plan year for this filing | ID: DOL_SCHA_FORM_YEAR | Format: Up to 10 characters
dol,schedule_a,created_at,timestamp with time zone,YES,now(),97,Record creation timestamp | ID: DOL_SCHA_CREATED_AT | Format: YYYY-MM-DD HH:MM:SS
dol,schedule_a,updated_at,timestamp with time zone,YES,now(),98,Record last update timestamp | ID: DOL_SCHA_UPDATED_AT | Format: YYYY-MM-DD HH:MM:SS
dol,schedule_a_part1,id,bigint,NO,nextval('dol.schedule_a_part1_id_seq'::regclass),1,Auto-increment surrogate primary key
dol,schedule_a_part1,ack_id,character varying,NO,,2,DOL acknowledgment ID — unique filing identifier. Foreign key to dol.form_5500.ack_id or dol.form_5500_sf.ack_id for joining across schedules
dol,schedule_a_part1,form_id,character varying,YES,,3,DOL internal form identifier
dol,schedule_a_part1,row_order,integer,YES,,4,Sequence number within a single filing — preserves original CSV row ordering when multiple line items exist per filing
dol,schedule_a_part1,ins_broker_name,character varying,YES,,5,Name of insurance broker or agent
dol,schedule_a_part1,ins_broker_us_address1,character varying,YES,,6,Broker US mailing address line 1
dol,schedule_a_part1,ins_broker_us_address2,character varying,YES,,7,Broker US mailing address line 2
dol,schedule_a_part1,ins_broker_us_city,character varying,YES,,8,Broker US city
dol,schedule_a_part1,ins_broker_us_state,character varying,YES,,9,Broker US state code (2-letter)
dol,schedule_a_part1,ins_broker_us_zip,character varying,YES,,10,Broker US ZIP code
dol,schedule_a_part1,ins_broker_foreign_address1,character varying,YES,,11,Broker foreign address line 1
dol,schedule_a_part1,ins_broker_foreign_address2,character varying,YES,,12,Broker foreign address line 2
dol,schedule_a_part1,ins_broker_foreign_city,character varying,YES,,13,Broker foreign city
dol,schedule_a_part1,ins_broker_foreign_prov_state,character varying,YES,,14,Broker foreign province/state
dol,schedule_a_part1,ins_broker_foreign_cntry,character varying,YES,,15,Broker foreign country
dol,schedule_a_part1,ins_broker_foreign_postal_cd,character varying,YES,,16,Broker foreign postal code
dol,schedule_a_part1,ins_broker_comm_pd_amt,numeric,YES,,17,Total commissions paid to broker (USD)
dol,schedule_a_part1,ins_broker_fees_pd_amt,numeric,YES,,18,Total fees paid to broker (USD)
dol,schedule_a_part1,ins_broker_fees_pd_text,text,YES,,19,Description/explanation of fees paid to broker
dol,schedule_a_part1,ins_broker_code,character varying,YES,,20,Broker classification code (type of broker/agent)
dol,schedule_a_part1,form_year,character varying,YES,'2024'::character varying,21,"Filing year (2023, 2024, 2025, etc.) — partition key for cross-year queries"
dol,schedule_a_part1,created_at,timestamp with time zone,NO,now(),22,Timestamp when this row was loaded into the database
dol,schedule_c,id,bigint,NO,nextval('dol.schedule_c_id_seq'::regclass),1,Auto-increment surrogate primary key
dol,schedule_c,ack_id,character varying,NO,,2,DOL acknowledgment ID — unique filing identifier. Foreign key to dol.form_5500.ack_id or dol.form_5500_sf.ack_id for joining across schedules
dol,schedule_c,provider_exclude_ind,character varying,YES,,3,Indicator (Yes/No) — whether certain service providers are excluded from Part 1 reporting
dol,schedule_c,form_year,character varying,YES,'2023'::character varying,4,"Filing year (2023, 2024, 2025, etc.) — partition key for cross-year queries"
dol,schedule_c,created_at,timestamp with time zone,NO,now(),5,Timestamp when this row was loaded into the database
dol,schedule_c_part1_item1,id,bigint,NO,nextval('dol.schedule_c_part1_item1_id_seq'::regclass),1,Auto-increment surrogate primary key
dol,schedule_c_part1_item1,ack_id,character varying,NO,,2,DOL acknowledgment ID — unique filing identifier. Foreign key to dol.form_5500.ack_id or dol.form_5500_sf.ack_id for joining across schedules
dol,schedule_c_part1_item1,row_order,integer,YES,,3,Sequence number within a single filing — preserves original CSV row ordering when multiple line items exist per filing
dol,schedule_c_part1_item1,provider_eligible_name,character varying,YES,,4,Name of service provider receiving eligible indirect compensation
dol,schedule_c_part1_item1,provider_eligible_ein,character varying,YES,,5,EIN of the eligible indirect compensation provider
dol,schedule_c_part1_item1,provider_eligible_us_address1,character varying,YES,,6,Provider US address line 1
dol,schedule_c_part1_item1,provider_eligible_us_address2,character varying,YES,,7,Provider US address line 2
dol,schedule_c_part1_item1,provider_eligible_us_city,character varying,YES,,8,Provider US city
dol,schedule_c_part1_item1,provider_eligible_us_state,character varying,YES,,9,Provider US state code (2-letter)
dol,schedule_c_part1_item1,provider_eligible_us_zip,character varying,YES,,10,Provider US ZIP code
dol,schedule_c_part1_item1,prov_eligible_foreign_address1,character varying,YES,,11,Provider foreign address line 1
dol,schedule_c_part1_item1,prov_eligible_foreign_address2,character varying,YES,,12,Provider foreign address line 2
dol,schedule_c_part1_item1,prov_eligible_foreign_city,character varying,YES,,13,Provider foreign city
dol,schedule_c_part1_item1,prov_eligible_foreign_prov_st,character varying,YES,,14,Provider foreign province/state
dol,schedule_c_part1_item1,prov_eligible_foreign_cntry,character varying,YES,,15,Provider foreign country
dol,schedule_c_part1_item1,prov_eligible_foreign_post_cd,character varying,YES,,16,Provider foreign postal code
dol,schedule_c_part1_item1,form_year,character varying,YES,'2023'::character varying,17,"Filing year (2023, 2024, 2025, etc.) — partition key for cross-year queries"
dol,schedule_c_part1_item1,created_at,timestamp with time zone,NO,now(),18,Timestamp when this row was loaded into the database
dol,schedule_c_part1_item2,id,bigint,NO,nextval('dol.schedule_c_part1_item2_id_seq'::regclass),1,Auto-increment surrogate primary key
dol,schedule_c_part1_item2,ack_id,character varying,NO,,2,DOL acknowledgment ID — unique filing identifier. Foreign key to dol.form_5500.ack_id or dol.form_5500_sf.ack_id for joining across schedules
dol,schedule_c_part1_item2,row_order,integer,YES,,3,Sequence number within a single filing — preserves original CSV row ordering when multiple line items exist per filing
dol,schedule_c_part1_item2,provider_other_name,character varying,YES,,4,"Name of service provider receiving $5,000+ in compensation"
dol,schedule_c_part1_item2,provider_other_ein,character varying,YES,,5,EIN of the service provider
dol,schedule_c_part1_item2,provider_other_us_address1,character varying,YES,,6,Provider US address line 1
dol,schedule_c_part1_item2,provider_other_us_address2,character varying,YES,,7,Provider US address line 2
dol,schedule_c_part1_item2,provider_other_us_city,character varying,YES,,8,Provider US city
dol,schedule_c_part1_item2,provider_other_us_state,character varying,YES,,9,Provider US state code (2-letter)
dol,schedule_c_part1_item2,provider_other_us_zip,character varying,YES,,10,Provider US ZIP code
dol,schedule_c_part1_item2,prov_other_foreign_address1,character varying,YES,,11,Provider foreign address line 1
dol,schedule_c_part1_item2,prov_other_foreign_address2,character varying,YES,,12,Provider foreign address line 2
dol,schedule_c_part1_item2,prov_other_foreign_city,character varying,YES,,13,Provider foreign city
dol,schedule_c_part1_item2,prov_other_foreign_prov_state,character varying,YES,,14,Provider foreign province/state
dol,schedule_c_part1_item2,prov_other_foreign_cntry,character varying,YES,,15,Provider foreign country
dol,schedule_c_part1_item2,prov_other_foreign_postal_cd,character varying,YES,,16,Provider foreign postal code
dol,schedule_c_part1_item2,provider_other_srvc_codes,character varying,YES,,17,Concatenated service type codes for this provider
dol,schedule_c_part1_item2,provider_other_relation,character varying,YES,,18,"Relationship to plan (e.g., party-in-interest)"
dol,schedule_c_part1_item2,provider_other_direct_comp_amt,numeric,YES,,19,Direct compensation paid to provider (USD)
dol,schedule_c_part1_item2,prov_other_indirect_comp_ind,character varying,YES,,20,Indicator (Yes/No) — did provider receive indirect compensation
dol,schedule_c_part1_item2,prov_other_elig_ind_comp_ind,character varying,YES,,21,Indicator (Yes/No) — eligible indirect compensation received
dol,schedule_c_part1_item2,prov_other_tot_ind_comp_amt,numeric,YES,,22,Total indirect compensation amount (USD)
dol,schedule_c_part1_item2,provider_other_amt_formula_ind,character varying,YES,,23,Indicator (Yes/No) — compensation based on formula rather than fixed amount
dol,schedule_c_part1_item2,form_year,character varying,YES,'2023'::character varying,24,"Filing year (2023, 2024, 2025, etc.) — partition key for cross-year queries"
dol,schedule_c_part1_item2,created_at,timestamp with time zone,NO,now(),25,Timestamp when this row was loaded into the database
dol,schedule_c_part1_item2_codes,id,bigint,NO,nextval('dol.schedule_c_part1_item2_codes_id_seq'::regclass),1,Auto-increment surrogate primary key
dol,schedule_c_part1_item2_codes,ack_id,character varying,NO,,2,DOL acknowledgment ID — unique filing identifier. Foreign key to dol.form_5500.ack_id or dol.form_5500_sf.ack_id for joining across schedules
dol,schedule_c_part1_item2_codes,row_order,integer,YES,,3,Sequence number within a single filing — preserves original CSV row ordering when multiple line items exist per filing
dol,schedule_c_part1_item2_codes,code_order,integer,YES,,4,Sequence number of the service code within a given row_order — preserves code ordering per provider
dol,schedule_c_part1_item2_codes,service_code,character varying,YES,,5,DOL service type classification code identifying the category of service provided
dol,schedule_c_part1_item2_codes,form_year,character varying,YES,'2023'::character varying,6,"Filing year (2023, 2024, 2025, etc.) — partition key for cross-year queries"
dol,schedule_c_part1_item2_codes,created_at,timestamp with time zone,NO,now(),7,Timestamp when this row was loaded into the database
dol,schedule_c_part1_item3,id,bigint,NO,nextval('dol.schedule_c_part1_item3_id_seq'::regclass),1,Auto-increment surrogate primary key
dol,schedule_c_part1_item3,ack_id,character varying,NO,,2,DOL acknowledgment ID — unique filing identifier. Foreign key to dol.form_5500.ack_id or dol.form_5500_sf.ack_id for joining across schedules
dol,schedule_c_part1_item3,row_order,integer,YES,,3,Sequence number within a single filing — preserves original CSV row ordering when multiple line items exist per filing
dol,schedule_c_part1_item3,provider_indirect_name,character varying,YES,,4,Name of service provider receiving indirect compensation
dol,schedule_c_part1_item3,provider_indirect_srvc_codes,character varying,YES,,5,Concatenated service type codes
dol,schedule_c_part1_item3,provider_indirect_comp_amt,numeric,YES,,6,Amount of indirect compensation received (USD)
dol,schedule_c_part1_item3,provider_payor_name,character varying,YES,,7,Name of the entity that paid the indirect compensation
dol,schedule_c_part1_item3,provider_payor_ein,character varying,YES,,8,EIN of the payor
dol,schedule_c_part1_item3,provider_payor_us_address1,character varying,YES,,9,Payor US address line 1
dol,schedule_c_part1_item3,provider_payor_us_address2,character varying,YES,,10,Payor US address line 2
dol,schedule_c_part1_item3,provider_payor_us_city,character varying,YES,,11,Payor US city
dol,schedule_c_part1_item3,provider_payor_us_state,character varying,YES,,12,Payor US state code (2-letter)
dol,schedule_c_part1_item3,provider_payor_us_zip,character varying,YES,,13,Payor US ZIP code
dol,schedule_c_part1_item3,prov_payor_foreign_address1,character varying,YES,,14,Payor foreign address line 1
dol,schedule_c_part1_item3,prov_payor_foreign_address2,character varying,YES,,15,Payor foreign address line 2
dol,schedule_c_part1_item3,prov_payor_foreign_city,character varying,YES,,16,Payor foreign city
dol,schedule_c_part1_item3,prov_payor_foreign_prov_state,character varying,YES,,17,Payor foreign province/state
dol,schedule_c_part1_item3,prov_payor_foreign_cntry,character varying,YES,,18,Payor foreign country
dol,schedule_c_part1_item3,prov_payor_foreign_postal_cd,character varying,YES,,19,Payor foreign postal code
dol,schedule_c_part1_item3,provider_comp_explain_text,text,YES,,20,Free-text explanation of the indirect compensation arrangement
dol,schedule_c_part1_item3,form_year,character varying,YES,'2023'::character varying,21,"Filing year (2023, 2024, 2025, etc.) — partition key for cross-year queries"
dol,schedule_c_part1_item3,created_at,timestamp with time zone,NO,now(),22,Timestamp when this row was loaded into the database
dol,schedule_c_part1_item3_codes,id,bigint,NO,nextval('dol.schedule_c_part1_item3_codes_id_seq'::regclass),1,Auto-increment surrogate primary key
dol,schedule_c_part1_item3_codes,ack_id,character varying,NO,,2,DOL acknowledgment ID — unique filing identifier. Foreign key to dol.form_5500.ack_id or dol.form_5500_sf.ack_id for joining across schedules
dol,schedule_c_part1_item3_codes,row_order,integer,YES,,3,Sequence number within a single filing — preserves original CSV row ordering when multiple line items exist per filing
dol,schedule_c_part1_item3_codes,code_order,integer,YES,,4,Sequence number of the service code within a given row_order — preserves code ordering per provider
dol,schedule_c_part1_item3_codes,service_code,character varying,YES,,5,DOL service type classification code identifying the category of service provided
dol,schedule_c_part1_item3_codes,form_year,character varying,YES,'2023'::character varying,6,"Filing year (2023, 2024, 2025, etc.) — partition key for cross-year queries"
dol,schedule_c_part1_item3_codes,created_at,timestamp with time zone,NO,now(),7,Timestamp when this row was loaded into the database
dol,schedule_c_part2,id,bigint,NO,nextval('dol.schedule_c_part2_id_seq'::regclass),1,Auto-increment surrogate primary key
dol,schedule_c_part2,ack_id,character varying,NO,,2,DOL acknowledgment ID — unique filing identifier. Foreign key to dol.form_5500.ack_id or dol.form_5500_sf.ack_id for joining across schedules
dol,schedule_c_part2,row_order,integer,YES,,3,Sequence number within a single filing — preserves original CSV row ordering when multiple line items exist per filing
dol,schedule_c_part2,provider_fail_name,character varying,YES,,4,Name of provider who failed/refused to disclose compensation
dol,schedule_c_part2,provider_fail_ein,character varying,YES,,5,EIN of the non-disclosing provider
dol,schedule_c_part2,provider_fail_us_address1,character varying,YES,,6,Provider US address line 1
dol,schedule_c_part2,provider_fail_us_address2,character varying,YES,,7,Provider US address line 2
dol,schedule_c_part2,provider_fail_us_city,character varying,YES,,8,Provider US city
dol,schedule_c_part2,provider_fail_us_state,character varying,YES,,9,Provider US state code (2-letter)
dol,schedule_c_part2,provider_fail_us_zip,character varying,YES,,10,Provider US ZIP code
dol,schedule_c_part2,provider_fail_foreign_address1,character varying,YES,,11,Provider foreign address line 1
dol,schedule_c_part2,provider_fail_foreign_address2,character varying,YES,,12,Provider foreign address line 2
dol,schedule_c_part2,provider_fail_foreign_city,character varying,YES,,13,Provider foreign city
dol,schedule_c_part2,provider_fail_foreign_prov_st,character varying,YES,,14,Provider foreign province/state
dol,schedule_c_part2,provider_fail_foreign_cntry,character varying,YES,,15,Provider foreign country
dol,schedule_c_part2,provider_fail_forgn_postal_cd,character varying,YES,,16,Provider foreign postal code
dol,schedule_c_part2,provider_fail_srvc_code,character varying,YES,,17,Service type code(s) for the non-disclosing provider
dol,schedule_c_part2,provider_fail_info_text,text,YES,,18,Free-text explanation of the provider's failure to disclose
dol,schedule_c_part2,form_year,character varying,YES,'2023'::character varying,19,"Filing year (2023, 2024, 2025, etc.) — partition key for cross-year queries"
dol,schedule_c_part2,created_at,timestamp with time zone,NO,now(),20,Timestamp when this row was loaded into the database
dol,schedule_c_part2_codes,id,bigint,NO,nextval('dol.schedule_c_part2_codes_id_seq'::regclass),1,Auto-increment surrogate primary key
dol,schedule_c_part2_codes,ack_id,character varying,NO,,2,DOL acknowledgment ID — unique filing identifier. Foreign key to dol.form_5500.ack_id or dol.form_5500_sf.ack_id for joining across schedules
dol,schedule_c_part2_codes,row_order,integer,YES,,3,Sequence number within a single filing — preserves original CSV row ordering when multiple line items exist per filing
dol,schedule_c_part2_codes,code_order,integer,YES,,4,Sequence number of the service code within a given row_order — preserves code ordering per provider
dol,schedule_c_part2_codes,service_code,character varying,YES,,5,DOL service type classification code identifying the category of service provided
dol,schedule_c_part2_codes,form_year,character varying,YES,'2023'::character varying,6,"Filing year (2023, 2024, 2025, etc.) — partition key for cross-year queries"
dol,schedule_c_part2_codes,created_at,timestamp with time zone,NO,now(),7,Timestamp when this row was loaded into the database
dol,schedule_c_part3,id,bigint,NO,nextval('dol.schedule_c_part3_id_seq'::regclass),1,Auto-increment surrogate primary key
dol,schedule_c_part3,ack_id,character varying,NO,,2,DOL acknowledgment ID — unique filing identifier. Foreign key to dol.form_5500.ack_id or dol.form_5500_sf.ack_id for joining across schedules
dol,schedule_c_part3,row_order,integer,YES,,3,Sequence number within a single filing — preserves original CSV row ordering when multiple line items exist per filing
dol,schedule_c_part3,provider_term_name,character varying,YES,,4,Name of the terminated service provider
dol,schedule_c_part3,provider_term_ein,character varying,YES,,5,EIN of the terminated provider
dol,schedule_c_part3,provider_term_position,character varying,YES,,6,Position/role held by the terminated provider
dol,schedule_c_part3,provider_term_us_address1,character varying,YES,,7,Provider US address line 1
dol,schedule_c_part3,provider_term_us_address2,character varying,YES,,8,Provider US address line 2
dol,schedule_c_part3,provider_term_us_city,character varying,YES,,9,Provider US city
dol,schedule_c_part3,provider_term_us_state,character varying,YES,,10,Provider US state code (2-letter)
dol,schedule_c_part3,provider_term_us_zip,character varying,YES,,11,Provider US ZIP code
dol,schedule_c_part3,provider_term_foreign_address1,character varying,YES,,12,Provider foreign address line 1
dol,schedule_c_part3,provider_term_foreign_address2,character varying,YES,,13,Provider foreign address line 2
dol,schedule_c_part3,provider_term_foreign_city,character varying,YES,,14,Provider foreign city
dol,schedule_c_part3,provider_term_foreign_prov_st,character varying,YES,,15,Provider foreign province/state
dol,schedule_c_part3,provider_term_foreign_cntry,character varying,YES,,16,Provider foreign country
dol,schedule_c_part3,provider_term_forgn_postal_cd,character varying,YES,,17,Provider foreign postal code
dol,schedule_c_part3,provider_term_phone_num,character varying,YES,,18,US phone number of the terminated provider
dol,schedule_c_part3,provider_term_text,text,YES,,19,Free-text explanation of the termination
dol,schedule_c_part3,provider_term_phone_num_foreig,character varying,YES,,20,Foreign phone number of the terminated provider
dol,schedule_c_part3,form_year,character varying,YES,'2023'::character varying,21,"Filing year (2023, 2024, 2025, etc.) — partition key for cross-year queries"
dol,schedule_c_part3,created_at,timestamp with time zone,NO,now(),22,Timestamp when this row was loaded into the database
dol,schedule_d,id,bigint,NO,nextval('dol.schedule_d_id_seq'::regclass),1,Auto-increment surrogate primary key
dol,schedule_d,ack_id,character varying,NO,,2,DOL acknowledgment ID — unique filing identifier. Foreign key to dol.form_5500.ack_id or dol.form_5500_sf.ack_id for joining across schedules
dol,schedule_d,sch_d_plan_year_begin_date,character varying,YES,,3,First day of the DFE plan year (YYYY-MM-DD)
dol,schedule_d,sch_d_tax_prd,character varying,YES,,4,Tax period end date of the DFE filing
dol,schedule_d,sch_d_pn,character varying,YES,,5,Plan number of the DFE
dol,schedule_d,sch_d_ein,character varying,YES,,6,EIN of the DFE sponsor
dol,schedule_d,form_year,character varying,YES,'2023'::character varying,7,"Filing year (2023, 2024, 2025, etc.) — partition key for cross-year queries"
dol,schedule_d,created_at,timestamp with time zone,NO,now(),8,Timestamp when this row was loaded into the database
dol,schedule_d_part1,id,bigint,NO,nextval('dol.schedule_d_part1_id_seq'::regclass),1,Auto-increment surrogate primary key
dol,schedule_d_part1,ack_id,character varying,NO,,2,DOL acknowledgment ID — unique filing identifier. Foreign key to dol.form_5500.ack_id or dol.form_5500_sf.ack_id for joining across schedules
dol,schedule_d_part1,row_order,integer,YES,,3,Sequence number within a single filing — preserves original CSV row ordering when multiple line items exist per filing
dol,schedule_d_part1,dfe_p1_entity_name,character varying,YES,,4,Name of the participating plan/entity
dol,schedule_d_part1,dfe_p1_spons_name,character varying,YES,,5,Name of the participating plan's sponsor
dol,schedule_d_part1,dfe_p1_plan_ein,character varying,YES,,6,EIN of the participating plan
dol,schedule_d_part1,dfe_p1_plan_pn,character varying,YES,,7,Plan number of the participating plan
dol,schedule_d_part1,dfe_p1_entity_code,character varying,YES,,8,Entity type code of the participating plan
dol,schedule_d_part1,dfe_p1_plan_int_eoy_amt,numeric,YES,,9,End-of-year interest/value amount for this plan in the DFE (USD)
dol,schedule_d_part1,form_year,character varying,YES,'2023'::character varying,10,"Filing year (2023, 2024, 2025, etc.) — partition key for cross-year queries"
dol,schedule_d_part1,created_at,timestamp with time zone,NO,now(),11,Timestamp when this row was loaded into the database
dol,schedule_d_part2,id,bigint,NO,nextval('dol.schedule_d_part2_id_seq'::regclass),1,Auto-increment surrogate primary key
dol,schedule_d_part2,ack_id,character varying,NO,,2,DOL acknowledgment ID — unique filing identifier. Foreign key to dol.form_5500.ack_id or dol.form_5500_sf.ack_id for joining across schedules
dol,schedule_d_part2,row_order,integer,YES,,3,Sequence number within a single filing — preserves original CSV row ordering when multiple line items exist per filing
dol,schedule_d_part2,dfe_p2_plan_name,character varying,YES,,4,Name of the DFE in which this plan participates
dol,schedule_d_part2,dfe_p2_plan_spons_name,character varying,YES,,5,Name of the DFE sponsor
dol,schedule_d_part2,dfe_p2_plan_ein,character varying,YES,,6,EIN of the DFE
dol,schedule_d_part2,dfe_p2_plan_pn,character varying,YES,,7,Plan number of the DFE
dol,schedule_d_part2,form_year,character varying,YES,'2023'::character varying,8,"Filing year (2023, 2024, 2025, etc.) — partition key for cross-year queries"
dol,schedule_d_part2,created_at,timestamp with time zone,NO,now(),9,Timestamp when this row was loaded into the database
dol,schedule_dcg,id,bigint,NO,nextval('dol.schedule_dcg_id_seq'::regclass),1,Auto-increment surrogate primary key
dol,schedule_dcg,ack_id,character varying,NO,,2,DOL acknowledgment ID — unique filing identifier. Foreign key to dol.form_5500.ack_id or dol.form_5500_sf.ack_id for joining across schedules
dol,schedule_dcg,form_id,character varying,YES,,3,DOL internal form identifier
dol,schedule_dcg,sch_dcg_name,character varying,YES,,4,Name of the Direct Filing Entity
dol,schedule_dcg,sch_dcg_plan_num,character varying,YES,,5,Plan number of the DFE
dol,schedule_dcg,sch_dcg_sponsor_name,character varying,YES,,6,Sponsor name of the DFE
dol,schedule_dcg,sch_dcg_ein,character varying,YES,,7,EIN of the DFE sponsor
dol,schedule_dcg,dcg_plan_type,character varying,YES,,8,"Type of plan (e.g., Master Trust, PSA, 103-12 IE, GIA)"
dol,schedule_dcg,dcg_initial_filing_ind,character varying,YES,,9,Indicator — initial filing for this DFE
dol,schedule_dcg,dcg_amended_ind,character varying,YES,,10,Indicator — this is an amended filing
dol,schedule_dcg,dcg_final_ind,character varying,YES,,11,Indicator — this is the final filing for this DFE
dol,schedule_dcg,dcg_plan_name,character varying,YES,,12,Plan name as reported on the filing
dol,schedule_dcg,dcg_plan_num,character varying,YES,,13,Plan number as reported on the filing
dol,schedule_dcg,dcg_plan_eff_date,character varying,YES,,14,Effective date of the plan
dol,schedule_dcg,dcg_sponsor_name,character varying,YES,,15,Sponsor name as reported
dol,schedule_dcg,dcg_spons_dba_name,character varying,YES,,16,Sponsor DBA (doing business as) name
dol,schedule_dcg,dcg_spons_care_of_name,character varying,YES,,17,Sponsor care-of name
dol,schedule_dcg,dcg_spons_us_address1,character varying,YES,,18,Sponsor US mailing address line 1
dol,schedule_dcg,dcg_spons_us_address2,character varying,YES,,19,Sponsor US mailing address line 2
dol,schedule_dcg,dcg_spons_us_city,character varying,YES,,20,Sponsor US city
dol,schedule_dcg,dcg_spons_us_state,character varying,YES,,21,Sponsor US state code (2-letter)
dol,schedule_dcg,dcg_spons_us_zip,character varying,YES,,22,Sponsor US ZIP code
dol,schedule_dcg,dcg_spons_foreign_address1,character varying,YES,,23,Sponsor foreign address line 1
dol,schedule_dcg,dcg_spons_foreign_address2,character varying,YES,,24,Sponsor foreign address line 2
dol,schedule_dcg,dcg_spons_foreign_city,character varying,YES,,25,Sponsor foreign city
dol,schedule_dcg,dcg_spons_foreign_prov_state,character varying,YES,,26,Sponsor foreign province/state
dol,schedule_dcg,dcg_spons_foreign_cntry,character varying,YES,,27,Sponsor foreign country
dol,schedule_dcg,dcg_spons_foreign_postal_cd,character varying,YES,,28,Sponsor foreign postal code
dol,schedule_dcg,dcg_spons_loc_us_address1,character varying,YES,,29,Sponsor location (physical) US address line 1
dol,schedule_dcg,dcg_spons_loc_us_address2,character varying,YES,,30,Sponsor location US address line 2
dol,schedule_dcg,dcg_spons_loc_us_city,character varying,YES,,31,Sponsor location US city
dol,schedule_dcg,dcg_spons_loc_us_state,character varying,YES,,32,Sponsor location US state code
dol,schedule_dcg,dcg_spons_loc_us_zip,character varying,YES,,33,Sponsor location US ZIP code
dol,schedule_dcg,dcg_spons_loc_foreign_address1,character varying,YES,,34,Sponsor location foreign address line 1
dol,schedule_dcg,dcg_spons_loc_foreign_address2,character varying,YES,,35,Sponsor location foreign address line 2
dol,schedule_dcg,dcg_spons_loc_foreign_city,character varying,YES,,36,Sponsor location foreign city
dol,schedule_dcg,dcg_spons_loc_foreign_prov_state,character varying,YES,,37,Sponsor location foreign province/state
dol,schedule_dcg,dcg_spons_loc_foreign_cntry,character varying,YES,,38,Sponsor location foreign country
dol,schedule_dcg,dcg_spons_loc_foreign_postal_cd,character varying,YES,,39,Sponsor location foreign postal code
dol,schedule_dcg,dcg_spons_ein,character varying,YES,,40,EIN of the plan sponsor
dol,schedule_dcg,dcg_spons_phone_num,character varying,YES,,41,Sponsor US phone number
dol,schedule_dcg,dcg_spons_phone_num_foreign,character varying,YES,,42,Sponsor foreign phone number
dol,schedule_dcg,dcg_business_code,character varying,YES,,43,NAICS business code of the sponsor
